#/mnt/nas-sph/120_anisotropy_evolution/c0003186_seg_adthreshold_scaled2.aim
#xdim 198
#ydim 198
#zdim 198
#el_size 0.036 mm
#ice_vol_frac 0.239682690593 
#mean_cl_ice 6.35793184757 mean_cl_ice_x 6.95918771929 mean_cl_ice_y 6.97787570791 mean_cl_ice_z 5.4098933148 mean_cl_pore 18.8514933184 mean_cl_pore_x 20.5446459963 mean_cl_pore_y 20.4636521872 mean_cl_pore_z 16.2345641996
#mean_cl_squared_ice 57.2468933858 mean_cl_squared_ice_x 68.3894840394 mean_cl_squared_ice_y 69.0877208116 mean_cl_squared_ice_z 39.4048280214 	mean_cl_squared_pore 654.052879154 mean_cl_squared_pore_x 770.096358491 mean_cl_squared_pore_y 755.952612272 mean_cl_squared_pore_z 481.513489649
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 40792.0 11270.0 11425.0 18097.0 23567.0 6541.0 6564.0 10462.0
2 64395.0 16951.0 17073.0 30371.0 37291.0 9452.0 9647.0 18192.0
3 93330.0 23514.0 23519.0 46297.0 44200.0 11660.0 11695.0 20845.0
4 118372.0 30431.0 30256.0 57685.0 44245.0 12452.0 12065.0 19728.0
5 122311.0 34039.0 33242.0 55030.0 43299.0 12235.0 12040.0 19024.0
6 107791.0 32738.0 32066.0 42987.0 41023.0 12072.0 11424.0 17527.0
7 83413.0 27157.0 26580.0 29676.0 38611.0 11354.0 11068.0 16189.0
8 60811.0 20407.0 20926.0 19478.0 36059.0 10632.0 10469.0 14958.0
9 43916.0 15485.0 15643.0 12788.0 34244.0 10092.0 10085.0 14067.0
10 32815.0 12001.0 12163.0 8651.0 32882.0 9684.0 9794.0 13404.0
11 24826.0 9217.0 9553.0 6056.0 31169.0 8934.0 9219.0 13016.0
12 18850.0 7047.0 7344.0 4459.0 29476.0 8726.0 8641.0 12109.0
13 14458.0 5357.0 5677.0 3424.0 28055.0 8422.0 8508.0 11125.0
14 11365.0 4553.0 4373.0 2439.0 26868.0 8155.0 8099.0 10614.0
15 8733.0 3515.0 3411.0 1807.0 25444.0 7674.0 7638.0 10132.0
16 6737.0 2764.0 2671.0 1302.0 24065.0 7406.0 7172.0 9487.0
17 5327.0 2218.0 2204.0 905.0 22960.0 6958.0 6975.0 9027.0
18 4064.0 1804.0 1633.0 627.0 21160.0 6645.0 6454.0 8061.0
19 3213.0 1430.0 1357.0 426.0 19909.0 6175.0 6182.0 7552.0
20 2465.0 1086.0 1051.0 328.0 18662.0 5773.0 5836.0 7053.0
21 2049.0 924.0 883.0 242.0 17682.0 5380.0 5599.0 6703.0
22 1595.0 748.0 657.0 190.0 16845.0 5201.0 5427.0 6217.0
23 1337.0 626.0 544.0 167.0 15590.0 4888.0 5154.0 5548.0
24 974.0 414.0 446.0 114.0 14983.0 4542.0 5071.0 5370.0
25 812.0 352.0 354.0 106.0 14019.0 4120.0 4765.0 5134.0
26 593.0 235.0 296.0 62.0 13354.0 4018.0 4517.0 4819.0
27 507.0 197.0 251.0 59.0 12596.0 3823.0 4295.0 4478.0
28 398.0 157.0 198.0 43.0 11898.0 3682.0 4180.0 4036.0
29 325.0 129.0 171.0 25.0 11522.0 3505.0 4103.0 3914.0
30 266.0 100.0 142.0 24.0 10713.0 3326.0 3819.0 3568.0
31 215.0 98.0 97.0 20.0 9892.0 3178.0 3335.0 3379.0
32 172.0 89.0 76.0 7.0 9375.0 2991.0 3206.0 3178.0
33 114.0 61.0 47.0 6.0 8805.0 2909.0 2932.0 2964.0
34 117.0 55.0 56.0 6.0 8388.0 2944.0 2605.0 2839.0
35 74.0 31.0 40.0 3.0 7905.0 2805.0 2526.0 2574.0
36 60.0 28.0 31.0 1.0 7490.0 2596.0 2570.0 2324.0
37 49.0 20.0 28.0 1.0 6937.0 2285.0 2373.0 2279.0
38 25.0 10.0 15.0 0.0 6788.0 2272.0 2267.0 2249.0
39 34.0 18.0 16.0 0.0 6342.0 2097.0 2207.0 2038.0
40 41.0 12.0 29.0 0.0 5988.0 2081.0 2091.0 1816.0
41 29.0 16.0 13.0 0.0 5770.0 2073.0 1938.0 1759.0
42 24.0 8.0 16.0 0.0 5523.0 2032.0 1931.0 1560.0
43 14.0 4.0 10.0 0.0 5120.0 1983.0 1760.0 1377.0
44 9.0 3.0 6.0 0.0 4711.0 1908.0 1612.0 1191.0
45 8.0 2.0 6.0 0.0 4529.0 1695.0 1573.0 1261.0
46 14.0 3.0 11.0 0.0 4164.0 1537.0 1487.0 1140.0
47 4.0 0.0 4.0 0.0 3939.0 1554.0 1327.0 1058.0
48 6.0 3.0 3.0 0.0 3672.0 1341.0 1300.0 1031.0
49 4.0 2.0 2.0 0.0 3525.0 1275.0 1285.0 965.0
50 11.0 7.0 4.0 0.0 3248.0 1186.0 1125.0 937.0
51 8.0 6.0 2.0 0.0 3023.0 1083.0 1085.0 855.0
52 0.0 0.0 0.0 0.0 3055.0 1083.0 1078.0 894.0
53 1.0 1.0 0.0 0.0 2890.0 974.0 1116.0 800.0
54 3.0 0.0 3.0 0.0 2766.0 933.0 1102.0 731.0
55 3.0 2.0 1.0 0.0 2405.0 834.0 937.0 634.0
56 0.0 0.0 0.0 0.0 2263.0 806.0 850.0 607.0
57 0.0 0.0 0.0 0.0 2134.0 843.0 777.0 514.0
58 0.0 0.0 0.0 0.0 2089.0 800.0 771.0 518.0
59 1.0 0.0 1.0 0.0 1895.0 698.0 702.0 495.0
60 2.0 1.0 1.0 0.0 1777.0 672.0 614.0 491.0
61 0.0 0.0 0.0 0.0 1707.0 666.0 610.0 431.0
62 0.0 0.0 0.0 0.0 1612.0 554.0 618.0 440.0
63 0.0 0.0 0.0 0.0 1508.0 517.0 523.0 468.0
64 0.0 0.0 0.0 0.0 1442.0 510.0 523.0 409.0
65 0.0 0.0 0.0 0.0 1335.0 481.0 468.0 386.0
66 0.0 0.0 0.0 0.0 1253.0 453.0 453.0 347.0
67 0.0 0.0 0.0 0.0 1215.0 463.0 441.0 311.0
68 0.0 0.0 0.0 0.0 1050.0 441.0 384.0 225.0
69 0.0 0.0 0.0 0.0 1102.0 468.0 384.0 250.0
70 0.0 0.0 0.0 0.0 1031.0 459.0 326.0 246.0
71 0.0 0.0 0.0 0.0 944.0 416.0 327.0 201.0
72 0.0 0.0 0.0 0.0 821.0 367.0 273.0 181.0
73 0.0 0.0 0.0 0.0 823.0 370.0 277.0 176.0
74 0.0 0.0 0.0 0.0 764.0 329.0 292.0 143.0
75 2.0 0.0 2.0 0.0 733.0 310.0 294.0 129.0
76 1.0 0.0 1.0 0.0 680.0 282.0 280.0 118.0
77 0.0 0.0 0.0 0.0 665.0 229.0 296.0 140.0
78 0.0 0.0 0.0 0.0 660.0 236.0 307.0 117.0
79 0.0 0.0 0.0 0.0 647.0 244.0 287.0 116.0
