#/mnt/nas-sph/120_anisotropy_evolution/D0001091_SEG_ADTHRESHOLD_SCALED2.aim
#xdim 198
#ydim 198
#zdim 198
#el_size 0.054 mm
#ice_vol_frac 0.192926742169 
#mean_cl_ice 3.39149152678 mean_cl_ice_x 3.6580238108 mean_cl_ice_y 3.70180594831 mean_cl_ice_z 2.93206554193 mean_cl_pore 13.4246121429 mean_cl_pore_x 14.404564988 mean_cl_pore_y 14.5473563218 mean_cl_pore_z 11.7224094411
#mean_cl_squared_ice 16.8076202741 mean_cl_squared_ice_x 19.6949515626 mean_cl_squared_ice_y 20.1775717337 mean_cl_squared_ice_z 11.8240826851 	mean_cl_squared_pore 337.840162143 mean_cl_squared_pore_x 385.791282975 mean_cl_squared_pore_y 393.887014977 mean_cl_squared_pore_z 253.654494219
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 216947.0 61420.0 60029.0 95498.0 68363.0 20311.0 20032.0 28020.0
2 329207.0 89858.0 86587.0 152762.0 91935.0 25482.0 25221.0 41232.0
3 298788.0 88143.0 87163.0 123482.0 94699.0 26580.0 26297.0 41822.0
4 189805.0 62521.0 61835.0 65449.0 87501.0 24749.0 24802.0 37950.0
5 110683.0 38926.0 38789.0 32968.0 81010.0 23496.0 23233.0 34281.0
6 66683.0 24373.0 24788.0 17522.0 74866.0 22424.0 21581.0 30861.0
7 40510.0 15223.0 15665.0 9622.0 70186.0 21056.0 20590.0 28540.0
8 25398.0 9815.0 9985.0 5598.0 65041.0 19759.0 19323.0 25959.0
9 15879.0 6302.0 6333.0 3244.0 59587.0 18172.0 17916.0 23499.0
10 10201.0 4057.0 4258.0 1886.0 55131.0 17046.0 16642.0 21443.0
11 6546.0 2707.0 2749.0 1090.0 51192.0 15782.0 15727.0 19683.0
12 4237.0 1778.0 1819.0 640.0 47372.0 14914.0 14402.0 18056.0
13 2853.0 1198.0 1278.0 377.0 43479.0 13608.0 13299.0 16572.0
14 2083.0 860.0 962.0 261.0 39955.0 12719.0 12265.0 14971.0
15 1352.0 609.0 617.0 126.0 37022.0 11922.0 11446.0 13654.0
16 904.0 381.0 419.0 104.0 33757.0 10849.0 10455.0 12453.0
17 696.0 337.0 301.0 58.0 30986.0 10046.0 9769.0 11171.0
18 455.0 217.0 212.0 26.0 28378.0 9049.0 9167.0 10162.0
19 330.0 142.0 173.0 15.0 26031.0 8626.0 8353.0 9052.0
20 267.0 101.0 156.0 10.0 24191.0 7909.0 7916.0 8366.0
21 215.0 104.0 103.0 8.0 22212.0 7250.0 7345.0 7617.0
22 182.0 76.0 101.0 5.0 20718.0 6883.0 6839.0 6996.0
23 131.0 64.0 64.0 3.0 19134.0 6183.0 6392.0 6559.0
24 66.0 30.0 36.0 0.0 17661.0 5682.0 5907.0 6072.0
25 74.0 35.0 38.0 1.0 16244.0 5319.0 5591.0 5334.0
26 57.0 28.0 28.0 1.0 14683.0 4874.0 5078.0 4731.0
27 33.0 15.0 17.0 1.0 13748.0 4712.0 4678.0 4358.0
28 39.0 19.0 20.0 0.0 12433.0 4185.0 4293.0 3955.0
29 13.0 10.0 3.0 0.0 11440.0 3893.0 3998.0 3549.0
30 14.0 9.0 5.0 0.0 10903.0 3847.0 3754.0 3302.0
31 16.0 9.0 7.0 0.0 9926.0 3337.0 3501.0 3088.0
32 9.0 5.0 4.0 0.0 8983.0 3154.0 3148.0 2681.0
33 8.0 7.0 1.0 0.0 8522.0 2972.0 3037.0 2513.0
34 3.0 2.0 1.0 0.0 7958.0 2689.0 2920.0 2349.0
35 4.0 3.0 1.0 0.0 7192.0 2606.0 2532.0 2054.0
36 2.0 2.0 0.0 0.0 6603.0 2349.0 2359.0 1895.0
37 2.0 2.0 0.0 0.0 6048.0 2135.0 2172.0 1741.0
38 1.0 1.0 0.0 0.0 5790.0 2102.0 2013.0 1675.0
39 3.0 2.0 1.0 0.0 5186.0 1863.0 1940.0 1383.0
40 2.0 1.0 1.0 0.0 4843.0 1774.0 1738.0 1331.0
41 1.0 1.0 0.0 0.0 4405.0 1584.0 1656.0 1165.0
42 3.0 1.0 2.0 0.0 4181.0 1592.0 1564.0 1025.0
43 1.0 0.0 1.0 0.0 3746.0 1390.0 1461.0 895.0
44 0.0 0.0 0.0 0.0 3556.0 1276.0 1394.0 886.0
45 0.0 0.0 0.0 0.0 3181.0 1184.0 1169.0 828.0
