#/mnt/nas-sph/120_anisotropy_evolution/c0003221_seg_adthreshold_scaled2.aim
#xdim 198
#ydim 198
#zdim 198
#el_size 0.036 mm
#ice_vol_frac 0.358903286513 
#mean_cl_ice 7.38556403681 mean_cl_ice_x 7.72824690906 mean_cl_ice_y 7.79161923833 mean_cl_ice_z 6.73585106383 mean_cl_pore 12.7862317041 mean_cl_pore_x 13.3757398199 mean_cl_pore_y 13.494343511 mean_cl_pore_z 11.6604433197
#mean_cl_squared_ice 76.5122785747 mean_cl_squared_ice_x 83.0950902801 mean_cl_squared_ice_y 84.9846933496 mean_cl_squared_ice_z 63.450377176 	mean_cl_squared_pore 302.129366826 mean_cl_squared_pore_x 324.966257223 mean_cl_squared_pore_y 334.533201367 mean_cl_squared_pore_z 254.220956933
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 44389.0 13096.0 13348.0 17945.0 39190.0 10430.0 11481.0 17279.0
2 61650.0 18072.0 17990.0 25588.0 64929.0 17161.0 17808.0 29960.0
3 84795.0 24227.0 23850.0 36718.0 80795.0 22831.0 22521.0 35443.0
4 113969.0 32567.0 31351.0 50051.0 83950.0 24887.0 24703.0 34360.0
5 134202.0 39475.0 38820.0 55907.0 79612.0 24672.0 24387.0 30553.0
6 136670.0 42120.0 41671.0 52879.0 72956.0 23264.0 23046.0 26646.0
7 120447.0 38883.0 38706.0 42858.0 65558.0 21293.0 20593.0 23672.0
8 96320.0 32115.0 31889.0 32316.0 60121.0 19855.0 19027.0 21239.0
9 74421.0 25823.0 25227.0 23371.0 53825.0 17714.0 17166.0 18945.0
10 55746.0 19543.0 19520.0 16683.0 49304.0 16256.0 15838.0 17210.0
11 42316.0 15214.0 14637.0 12465.0 45165.0 14894.0 14632.0 15639.0
12 33062.0 11729.0 11491.0 9842.0 40844.0 13320.0 13197.0 14327.0
13 26048.0 9061.0 9248.0 7739.0 37334.0 12399.0 12174.0 12761.0
14 21309.0 7452.0 7507.0 6350.0 34124.0 11304.0 11007.0 11813.0
15 17126.0 6080.0 6089.0 4957.0 30880.0 10351.0 9951.0 10578.0
16 13695.0 4848.0 4960.0 3887.0 27906.0 9369.0 9155.0 9382.0
17 10739.0 3734.0 3921.0 3084.0 25566.0 8696.0 8298.0 8572.0
18 8829.0 3220.0 3279.0 2330.0 23301.0 7833.0 7499.0 7969.0
19 7066.0 2608.0 2659.0 1799.0 21238.0 7334.0 6899.0 7005.0
20 5526.0 2058.0 2026.0 1442.0 19409.0 6634.0 6331.0 6444.0
21 4277.0 1557.0 1726.0 994.0 17495.0 6038.0 5723.0 5734.0
22 3631.0 1316.0 1511.0 804.0 15821.0 5323.0 5246.0 5252.0
23 3044.0 1136.0 1231.0 677.0 14271.0 4776.0 4733.0 4762.0
24 2465.0 912.0 968.0 585.0 13318.0 4391.0 4394.0 4533.0
25 1928.0 695.0 738.0 495.0 11980.0 3997.0 4076.0 3907.0
26 1628.0 587.0 635.0 406.0 11213.0 3793.0 3723.0 3697.0
27 1299.0 460.0 521.0 318.0 10163.0 3435.0 3411.0 3317.0
28 963.0 398.0 367.0 198.0 9564.0 3057.0 3433.0 3074.0
29 731.0 265.0 295.0 171.0 8518.0 2699.0 2976.0 2843.0
30 643.0 255.0 247.0 141.0 7960.0 2522.0 2808.0 2630.0
31 528.0 183.0 216.0 129.0 7216.0 2402.0 2486.0 2328.0
32 423.0 151.0 188.0 84.0 6607.0 2115.0 2308.0 2184.0
33 375.0 142.0 157.0 76.0 6027.0 2043.0 2031.0 1953.0
34 285.0 105.0 119.0 61.0 5852.0 1955.0 1979.0 1918.0
35 239.0 82.0 102.0 55.0 5234.0 1780.0 1806.0 1648.0
36 192.0 74.0 71.0 47.0 4828.0 1662.0 1645.0 1521.0
37 139.0 50.0 45.0 44.0 4320.0 1529.0 1479.0 1312.0
38 102.0 43.0 45.0 14.0 3950.0 1395.0 1318.0 1237.0
39 68.0 32.0 27.0 9.0 3511.0 1237.0 1161.0 1113.0
40 78.0 29.0 30.0 19.0 3156.0 1127.0 1124.0 905.0
41 49.0 10.0 25.0 14.0 2883.0 1013.0 1021.0 849.0
42 58.0 13.0 30.0 15.0 2843.0 977.0 1009.0 857.0
43 52.0 17.0 31.0 4.0 2606.0 926.0 905.0 775.0
44 35.0 13.0 13.0 9.0 2398.0 837.0 842.0 719.0
45 28.0 8.0 12.0 8.0 2227.0 757.0 822.0 648.0
46 11.0 6.0 2.0 3.0 2068.0 729.0 748.0 591.0
47 6.0 1.0 2.0 3.0 1899.0 670.0 721.0 508.0
48 8.0 4.0 2.0 2.0 1809.0 656.0 727.0 426.0
49 9.0 2.0 5.0 2.0 1718.0 622.0 649.0 447.0
50 5.0 1.0 4.0 0.0 1525.0 578.0 575.0 372.0
51 4.0 3.0 1.0 0.0 1431.0 485.0 579.0 367.0
52 7.0 6.0 1.0 0.0 1240.0 407.0 474.0 359.0
53 4.0 2.0 1.0 1.0 1191.0 388.0 468.0 335.0
54 0.0 0.0 0.0 0.0 1078.0 354.0 406.0 318.0
55 3.0 3.0 0.0 0.0 940.0 322.0 358.0 260.0
56 0.0 0.0 0.0 0.0 870.0 279.0 319.0 272.0
57 2.0 1.0 0.0 1.0 826.0 285.0 354.0 187.0
58 1.0 1.0 0.0 0.0 743.0 272.0 277.0 194.0
59 0.0 0.0 0.0 0.0 712.0 261.0 256.0 195.0
60 0.0 0.0 0.0 0.0 638.0 228.0 240.0 170.0
61 0.0 0.0 0.0 0.0 616.0 193.0 245.0 178.0
62 0.0 0.0 0.0 0.0 626.0 196.0 249.0 181.0
63 0.0 0.0 0.0 0.0 547.0 205.0 177.0 165.0
64 1.0 1.0 0.0 0.0 501.0 189.0 179.0 133.0
65 0.0 0.0 0.0 0.0 461.0 146.0 180.0 135.0
66 0.0 0.0 0.0 0.0 419.0 155.0 145.0 119.0
67 0.0 0.0 0.0 0.0 441.0 135.0 164.0 142.0
68 0.0 0.0 0.0 0.0 356.0 113.0 144.0 99.0
69 0.0 0.0 0.0 0.0 328.0 138.0 124.0 66.0
70 0.0 0.0 0.0 0.0 331.0 144.0 124.0 63.0
71 0.0 0.0 0.0 0.0 326.0 140.0 115.0 71.0
72 0.0 0.0 0.0 0.0 314.0 107.0 131.0 76.0
73 0.0 0.0 0.0 0.0 326.0 100.0 132.0 94.0
74 0.0 0.0 0.0 0.0 310.0 120.0 112.0 78.0
75 0.0 0.0 0.0 0.0 242.0 105.0 81.0 56.0
76 0.0 0.0 0.0 0.0 238.0 80.0 85.0 73.0
