#/mnt/nas-sph/120_anisotropy_evolution/600_seg3.aim
#xdim 300
#ydim 300
#zdim 196
#el_size 0.025 mm
#ice_vol_frac 0.31028100907 
#mean_cl_ice 8.84579613707 mean_cl_ice_x 9.54690814077 mean_cl_ice_y 8.75267976365 mean_cl_ice_z 8.32310487979 mean_cl_pore 18.8564930264 mean_cl_pore_x 20.3746196498 mean_cl_pore_y 18.7556544554 mean_cl_pore_z 17.6371613296
#mean_cl_squared_ice 118.292941656 mean_cl_squared_ice_x 134.880032164 mean_cl_squared_ice_y 114.818593234 mean_cl_squared_ice_z 107.135954441 	mean_cl_squared_pore 675.673331029 mean_cl_squared_pore_x 779.001513865 mean_cl_squared_pore_y 675.079919284 mean_cl_squared_pore_z 586.785963208
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 87096.0 21689.0 29515.0 35892.0 58926.0 14668.0 19574.0 24684.0
2 129697.0 33479.0 44843.0 51375.0 88918.0 23028.0 30436.0 35454.0
3 146140.0 38699.0 50584.0 56857.0 100486.0 27033.0 35128.0 38325.0
4 148310.0 40763.0 50359.0 57188.0 98728.0 27658.0 34361.0 36709.0
5 146297.0 41764.0 49159.0 55374.0 90234.0 26289.0 31008.0 32937.0
6 141458.0 41700.0 46712.0 53046.0 83158.0 24566.0 28931.0 29661.0
7 133058.0 40646.0 43907.0 48505.0 77467.0 23060.0 26398.0 28009.0
8 123774.0 38500.0 41360.0 43914.0 73318.0 21635.0 24674.0 27009.0
9 113627.0 36410.0 38055.0 39162.0 69228.0 20668.0 22933.0 25627.0
10 101138.0 33458.0 34075.0 33605.0 66115.0 20142.0 21846.0 24127.0
11 89074.0 30144.0 30164.0 28766.0 61480.0 18824.0 20221.0 22435.0
12 77688.0 26831.0 26390.0 24467.0 58399.0 17918.0 19118.0 21363.0
13 67104.0 23244.0 22893.0 20967.0 55003.0 16834.0 17952.0 20217.0
14 57228.0 20206.0 19432.0 17590.0 51566.0 15931.0 16931.0 18704.0
15 47874.0 17180.0 16289.0 14405.0 48119.0 14864.0 15798.0 17457.0
16 40082.0 14200.0 13790.0 12092.0 46011.0 14306.0 15202.0 16503.0
17 33594.0 11562.0 11679.0 10353.0 43480.0 13553.0 14413.0 15514.0
18 28691.0 9805.0 9965.0 8921.0 40645.0 12506.0 13660.0 14479.0
19 24345.0 8352.0 8355.0 7638.0 38114.0 11961.0 12877.0 13276.0
20 19953.0 6951.0 6859.0 6143.0 36018.0 11393.0 12064.0 12561.0
21 16764.0 5819.0 5827.0 5118.0 34698.0 11136.0 11690.0 11872.0
22 13903.0 5043.0 4670.0 4190.0 32909.0 10729.0 10972.0 11208.0
23 11474.0 4309.0 3582.0 3583.0 31736.0 10511.0 10253.0 10972.0
24 9604.0 3573.0 2943.0 3088.0 29911.0 9841.0 9642.0 10428.0
25 8134.0 2894.0 2468.0 2772.0 28371.0 9514.0 9209.0 9648.0
26 6586.0 2389.0 1950.0 2247.0 26758.0 8746.0 8821.0 9191.0
27 5337.0 1959.0 1610.0 1768.0 25178.0 8253.0 8282.0 8643.0
28 4499.0 1796.0 1322.0 1381.0 23526.0 7740.0 7522.0 8264.0
29 3770.0 1446.0 1114.0 1210.0 22050.0 7329.0 7223.0 7498.0
30 3205.0 1321.0 920.0 964.0 20397.0 6789.0 6687.0 6921.0
31 2636.0 1096.0 763.0 777.0 19943.0 6685.0 6618.0 6640.0
32 2281.0 962.0 636.0 683.0 18760.0 6160.0 6298.0 6302.0
33 1833.0 806.0 492.0 535.0 17584.0 5748.0 5744.0 6092.0
34 1505.0 651.0 405.0 449.0 17114.0 5523.0 5683.0 5908.0
35 1309.0 563.0 349.0 397.0 16352.0 5272.0 5250.0 5830.0
36 1068.0 468.0 265.0 335.0 15447.0 5106.0 4922.0 5419.0
37 956.0 451.0 226.0 279.0 14637.0 4871.0 4766.0 5000.0
38 749.0 325.0 174.0 250.0 13562.0 4634.0 4398.0 4530.0
39 701.0 333.0 168.0 200.0 13076.0 4498.0 4223.0 4355.0
40 565.0 257.0 142.0 166.0 11960.0 4078.0 3861.0 4021.0
41 485.0 214.0 130.0 141.0 11546.0 3889.0 3820.0 3837.0
42 426.0 208.0 114.0 104.0 11323.0 3852.0 3729.0 3742.0
43 355.0 155.0 97.0 103.0 10742.0 3666.0 3646.0 3430.0
44 323.0 130.0 100.0 93.0 10385.0 3537.0 3451.0 3397.0
45 267.0 109.0 99.0 59.0 9558.0 3271.0 3198.0 3089.0
46 198.0 73.0 68.0 57.0 9115.0 3011.0 3073.0 3031.0
47 189.0 69.0 51.0 69.0 8460.0 2855.0 2859.0 2746.0
48 153.0 36.0 66.0 51.0 8314.0 2810.0 2830.0 2674.0
49 127.0 37.0 41.0 49.0 7531.0 2678.0 2484.0 2369.0
50 120.0 50.0 22.0 48.0 7098.0 2539.0 2369.0 2190.0
51 97.0 36.0 19.0 42.0 6581.0 2274.0 2191.0 2116.0
52 78.0 33.0 9.0 36.0 6365.0 2344.0 2009.0 2012.0
53 68.0 25.0 14.0 29.0 6005.0 2182.0 1994.0 1829.0
54 34.0 6.0 12.0 16.0 5650.0 2061.0 1873.0 1716.0
55 29.0 11.0 15.0 3.0 5314.0 1959.0 1747.0 1608.0
56 22.0 8.0 10.0 4.0 4906.0 1726.0 1729.0 1451.0
57 31.0 13.0 12.0 6.0 4757.0 1775.0 1660.0 1322.0
58 23.0 14.0 4.0 5.0 4386.0 1614.0 1503.0 1269.0
59 10.0 4.0 3.0 3.0 4272.0 1510.0 1479.0 1283.0
60 28.0 5.0 10.0 13.0 4226.0 1485.0 1420.0 1321.0
61 31.0 7.0 13.0 11.0 4113.0 1462.0 1398.0 1253.0
62 12.0 4.0 6.0 2.0 3692.0 1268.0 1312.0 1112.0
63 14.0 2.0 8.0 4.0 3372.0 1283.0 1074.0 1015.0
64 11.0 4.0 1.0 6.0 3145.0 1178.0 1038.0 929.0
65 2.0 0.0 0.0 2.0 3073.0 1128.0 996.0 949.0
66 4.0 2.0 0.0 2.0 2785.0 945.0 932.0 908.0
67 3.0 3.0 0.0 0.0 2576.0 888.0 923.0 765.0
68 1.0 1.0 0.0 0.0 2615.0 844.0 985.0 786.0
69 0.0 0.0 0.0 0.0 2350.0 780.0 864.0 706.0
70 2.0 2.0 0.0 0.0 2300.0 758.0 858.0 684.0
71 0.0 0.0 0.0 0.0 2203.0 722.0 800.0 681.0
72 0.0 0.0 0.0 0.0 2090.0 736.0 734.0 620.0
73 0.0 0.0 0.0 0.0 1803.0 652.0 667.0 484.0
74 0.0 0.0 0.0 0.0 1725.0 621.0 633.0 471.0
75 0.0 0.0 0.0 0.0 1694.0 623.0 596.0 475.0
76 3.0 3.0 0.0 0.0 1665.0 602.0 610.0 453.0
77 1.0 1.0 0.0 0.0 1521.0 568.0 538.0 415.0
78 2.0 2.0 0.0 0.0 1503.0 508.0 546.0 449.0
79 1.0 1.0 0.0 0.0 1400.0 473.0 482.0 445.0
80 0.0 0.0 0.0 0.0 1417.0 537.0 438.0 442.0
81 0.0 0.0 0.0 0.0 1360.0 541.0 447.0 372.0
82 0.0 0.0 0.0 0.0 1269.0 496.0 406.0 367.0
83 0.0 0.0 0.0 0.0 1151.0 443.0 350.0 358.0
84 0.0 0.0 0.0 0.0 1104.0 463.0 352.0 289.0
85 0.0 0.0 0.0 0.0 1103.0 439.0 403.0 261.0
86 0.0 0.0 0.0 0.0 939.0 382.0 296.0 261.0
87 0.0 0.0 0.0 0.0 852.0 335.0 292.0 225.0
88 0.0 0.0 0.0 0.0 805.0 269.0 287.0 249.0
89 0.0 0.0 0.0 0.0 841.0 327.0 295.0 219.0
90 0.0 0.0 0.0 0.0 768.0 295.0 278.0 195.0
91 0.0 0.0 0.0 0.0 769.0 332.0 246.0 191.0
92 0.0 0.0 0.0 0.0 683.0 298.0 200.0 185.0
93 0.0 0.0 0.0 0.0 676.0 313.0 214.0 149.0
94 0.0 0.0 0.0 0.0 564.0 252.0 201.0 111.0
95 0.0 0.0 0.0 0.0 525.0 233.0 186.0 106.0
96 0.0 0.0 0.0 0.0 535.0 219.0 195.0 121.0
97 0.0 0.0 0.0 0.0 535.0 196.0 215.0 124.0
98 0.0 0.0 0.0 0.0 510.0 195.0 188.0 127.0
99 0.0 0.0 0.0 0.0 479.0 187.0 153.0 139.0
100 0.0 0.0 0.0 0.0 470.0 181.0 167.0 122.0
101 0.0 0.0 0.0 0.0 397.0 157.0 124.0 116.0
102 0.0 0.0 0.0 0.0 417.0 174.0 108.0 135.0
103 0.0 0.0 0.0 0.0 403.0 173.0 129.0 101.0
104 0.0 0.0 0.0 0.0 345.0 134.0 126.0 85.0
105 0.0 0.0 0.0 0.0 272.0 113.0 100.0 59.0
106 0.0 0.0 0.0 0.0 291.0 137.0 94.0 60.0
107 0.0 0.0 0.0 0.0 227.0 93.0 80.0 54.0
108 0.0 0.0 0.0 0.0 203.0 105.0 54.0 44.0
109 0.0 0.0 0.0 0.0 238.0 87.0 88.0 63.0
110 0.0 0.0 0.0 0.0 239.0 85.0 94.0 60.0
111 0.0 0.0 0.0 0.0 210.0 75.0 80.0 55.0
112 0.0 0.0 0.0 0.0 182.0 81.0 60.0 41.0
113 0.0 0.0 0.0 0.0 180.0 76.0 61.0 43.0
114 0.0 0.0 0.0 0.0 149.0 64.0 46.0 39.0
115 0.0 0.0 0.0 0.0 142.0 63.0 47.0 32.0
116 0.0 0.0 0.0 0.0 137.0 61.0 56.0 20.0
117 0.0 0.0 0.0 0.0 156.0 69.0 57.0 30.0
118 0.0 0.0 0.0 0.0 161.0 94.0 46.0 21.0
119 0.0 0.0 0.0 0.0 140.0 70.0 38.0 32.0
120 0.0 0.0 0.0 0.0 116.0 47.0 42.0 27.0
121 0.0 0.0 0.0 0.0 92.0 43.0 37.0 12.0
122 0.0 0.0 0.0 0.0 102.0 54.0 33.0 15.0
123 0.0 0.0 0.0 0.0 117.0 62.0 42.0 13.0
124 0.0 0.0 0.0 0.0 102.0 45.0 35.0 22.0
125 0.0 0.0 0.0 0.0 96.0 50.0 34.0 12.0
126 0.0 0.0 0.0 0.0 89.0 52.0 23.0 14.0
127 0.0 0.0 0.0 0.0 66.0 37.0 24.0 5.0
128 0.0 0.0 0.0 0.0 73.0 29.0 26.0 18.0
129 0.0 0.0 0.0 0.0 72.0 31.0 26.0 15.0
130 0.0 0.0 0.0 0.0 61.0 29.0 19.0 13.0
131 0.0 0.0 0.0 0.0 64.0 36.0 16.0 12.0
132 0.0 0.0 0.0 0.0 56.0 30.0 15.0 11.0
133 0.0 0.0 0.0 0.0 61.0 28.0 20.0 13.0
134 0.0 0.0 0.0 0.0 36.0 19.0 10.0 7.0
135 0.0 0.0 0.0 0.0 60.0 44.0 14.0 2.0
136 0.0 0.0 0.0 0.0 49.0 32.0 10.0 7.0
137 0.0 0.0 0.0 0.0 46.0 26.0 15.0 5.0
138 0.0 0.0 0.0 0.0 60.0 28.0 23.0 9.0
139 0.0 0.0 0.0 0.0 61.0 21.0 25.0 15.0
140 0.0 0.0 0.0 0.0 61.0 25.0 27.0 9.0
141 0.0 0.0 0.0 0.0 34.0 16.0 12.0 6.0
142 0.0 0.0 0.0 0.0 33.0 16.0 11.0 6.0
143 0.0 0.0 0.0 0.0 32.0 16.0 15.0 1.0
144 0.0 0.0 0.0 0.0 23.0 15.0 7.0 1.0
145 0.0 0.0 0.0 0.0 30.0 12.0 15.0 3.0
146 0.0 0.0 0.0 0.0 35.0 21.0 10.0 4.0
147 0.0 0.0 0.0 0.0 34.0 12.0 19.0 3.0
148 0.0 0.0 0.0 0.0 46.0 18.0 23.0 5.0
149 0.0 0.0 0.0 0.0 24.0 15.0 8.0 1.0
150 0.0 0.0 0.0 0.0 28.0 18.0 9.0 1.0
151 0.0 0.0 0.0 0.0 18.0 13.0 5.0 0.0
152 0.0 0.0 0.0 0.0 29.0 16.0 12.0 1.0
153 0.0 0.0 0.0 0.0 28.0 21.0 7.0 0.0
154 0.0 0.0 0.0 0.0 15.0 9.0 5.0 1.0
155 0.0 0.0 0.0 0.0 17.0 8.0 8.0 1.0
156 0.0 0.0 0.0 0.0 26.0 15.0 10.0 1.0
157 0.0 0.0 0.0 0.0 37.0 27.0 10.0 0.0
158 0.0 0.0 0.0 0.0 22.0 19.0 3.0 0.0
159 0.0 0.0 0.0 0.0 18.0 14.0 4.0 0.0
160 0.0 0.0 0.0 0.0 25.0 17.0 6.0 2.0
161 0.0 0.0 0.0 0.0 12.0 5.0 7.0 0.0
162 0.0 0.0 0.0 0.0 17.0 15.0 2.0 0.0
163 0.0 0.0 0.0 0.0 8.0 6.0 1.0 1.0
164 0.0 0.0 0.0 0.0 3.0 3.0 0.0 0.0
165 0.0 0.0 0.0 0.0 2.0 2.0 0.0 0.0
166 0.0 0.0 0.0 0.0 6.0 2.0 2.0 2.0
167 0.0 0.0 0.0 0.0 6.0 5.0 0.0 1.0
168 0.0 0.0 0.0 0.0 15.0 14.0 1.0 0.0
169 0.0 0.0 0.0 0.0 10.0 6.0 4.0 0.0
170 0.0 0.0 0.0 0.0 11.0 6.0 5.0 0.0
171 0.0 0.0 0.0 0.0 12.0 9.0 3.0 0.0
172 0.0 0.0 0.0 0.0 3.0 3.0 0.0 0.0
173 0.0 0.0 0.0 0.0 6.0 3.0 3.0 0.0
174 0.0 0.0 0.0 0.0 5.0 2.0 2.0 1.0
175 0.0 0.0 0.0 0.0 8.0 7.0 0.0 1.0
176 0.0 0.0 0.0 0.0 4.0 4.0 0.0 0.0
177 0.0 0.0 0.0 0.0 3.0 1.0 0.0 2.0
178 0.0 0.0 0.0 0.0 7.0 5.0 1.0 1.0
179 0.0 0.0 0.0 0.0 5.0 5.0 0.0 0.0
180 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
181 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
182 0.0 0.0 0.0 0.0 4.0 2.0 2.0 0.0
183 0.0 0.0 0.0 0.0 4.0 2.0 2.0 0.0
184 0.0 0.0 0.0 0.0 3.0 3.0 0.0 0.0
185 0.0 0.0 0.0 0.0 6.0 6.0 0.0 0.0
186 0.0 0.0 0.0 0.0 2.0 2.0 0.0 0.0
187 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
188 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
189 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
190 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
191 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
192 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
193 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
194 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
195 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
196 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
197 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
198 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
199 0.0 0.0 0.0 0.0 2.0 2.0 0.0 0.0
200 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
201 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
202 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
203 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
204 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
205 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
206 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
208 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
209 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
210 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
211 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
212 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
213 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
214 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
215 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
216 0.0 0.0 0.0 0.0 2.0 0.0 2.0 0.0
217 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
218 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
219 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
220 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
221 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
