#/mnt/nas-sph/120_anisotropy_evolution/C0002194_SEG_SCALED.aim
#xdim 254
#ydim 254
#zdim 254
#el_size 0.02 mm
#ice_vol_frac 0.168745969382 
#mean_cl_ice 7.82636665959 mean_cl_ice_x 8.49265521107 mean_cl_ice_y 8.50443482165 mean_cl_ice_z 6.75743617063 mean_cl_pore 33.8822974878 mean_cl_pore_x 36.6953105217 mean_cl_pore_y 36.425173879 mean_cl_pore_z 29.5535940154
#mean_cl_squared_ice 93.4666355339 mean_cl_squared_ice_x 111.570550207 mean_cl_squared_ice_y 116.286913278 mean_cl_squared_ice_z 60.9292231975 	mean_cl_squared_pore 2208.29918166 mean_cl_squared_pore_x 2651.3128034 mean_cl_squared_pore_y 2578.23832852 mean_cl_squared_pore_z 1551.35535528
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0 0.0 0.0 0.0 0.0 0.0
1 31425.0 9172.0 10264 11989.0 13135.0 4145.0 4349.0 4641.0
2 51466.0 15103.0 16253 20110.0 18205.0 5254.0 5918.0 7033.0
3 74036.0 21887.0 22277 29872.0 24318.0 6870.0 7727.0 9721.0
4 101002.0 28313.0 28874 43815.0 29889.0 8350.0 9254.0 12285.0
5 131525.0 34897.0 34320 62308.0 34303.0 9639.0 10476.0 14188.0
6 139713.0 37197.0 36265 66251.0 35126.0 9946.0 11159.0 14021.0
7 118482.0 33906.0 33110 51466.0 34583.0 9778.0 10735.0 14070.0
8 90384.0 28609.0 27350 34425.0 33335.0 9777.0 10188.0 13370.0
9 67111.0 22417.0 21775 22919.0 31581.0 9302.0 9615.0 12664.0
10 49462.0 16810.0 17011 15641.0 29868.0 8658.0 8928.0 12282.0
11 37214.0 12977.0 13086 11151.0 28318.0 8293.0 8412.0 11613.0
12 28861.0 10134.0 10386 8341.0 27631.0 8099.0 8362.0 11170.0
13 23381.0 8517.0 8412 6452.0 27039.0 8181.0 7760.0 11098.0
14 19072.0 6937.0 6981 5154.0 25952.0 7943.0 7256.0 10753.0
15 15556.0 5484.0 5921 4151.0 25383.0 7729.0 7352.0 10302.0
16 12845.0 4784.0 4792 3269.0 25072.0 7547.0 7254.0 10271.0
17 10411.0 3894.0 3912 2605.0 24521.0 7511.0 6870.0 10140.0
18 8657.0 3388.0 3361 1908.0 23444.0 7054.0 6645.0 9745.0
19 6966.0 2912.0 2629 1425.0 22127.0 6840.0 6153.0 9134.0
20 5791.0 2373.0 2169 1249.0 21553.0 6564.0 6310.0 8679.0
21 5026.0 2049.0 1962 1015.0 20711.0 6297.0 6287.0 8127.0
22 4040.0 1636.0 1614 790.0 19877.0 5983.0 5882.0 8012.0
23 3559.0 1528.0 1459 572.0 20024.0 6099.0 5665.0 8260.0
24 2998.0 1226.0 1325 447.0 19037.0 5658.0 5284.0 8095.0
25 2660.0 1051.0 1212 397.0 18582.0 5397.0 5277.0 7908.0
26 2240.0 943.0 1006 291.0 17815.0 5379.0 5079.0 7357.0
27 1963.0 861.0 841 261.0 17297.0 5247.0 4878.0 7172.0
28 1549.0 685.0 648 216.0 16558.0 4972.0 4785.0 6801.0
29 1488.0 711.0 592 185.0 16255.0 4924.0 4635.0 6696.0
30 1259.0 630.0 515 114.0 15599.0 4789.0 4474.0 6336.0
31 1076.0 547.0 449 80.0 15276.0 4579.0 4460.0 6237.0
32 942.0 507.0 349 86.0 15171.0 4546.0 4512.0 6113.0
33 851.0 435.0 327 89.0 14811.0 4230.0 4385.0 6196.0
34 719.0 333.0 329 57.0 14233.0 4098.0 4306.0 5829.0
35 672.0 318.0 327 27.0 13816.0 4050.0 4292.0 5474.0
36 551.0 267.0 271 13.0 13354.0 3822.0 4112.0 5420.0
37 515.0 262.0 243 10.0 12482.0 3691.0 3664.0 5127.0
38 466.0 212.0 244 10.0 11955.0 3672.0 3473.0 4810.0
39 356.0 176.0 171 9.0 11369.0 3392.0 3402.0 4575.0
40 318.0 155.0 159 4.0 11214.0 3362.0 3296.0 4556.0
41 311.0 146.0 161 4.0 10868.0 3404.0 2986.0 4478.0
42 292.0 158.0 132 2.0 10645.0 3135.0 3126.0 4384.0
43 297.0 156.0 140 1.0 10460.0 3036.0 2982.0 4442.0
44 236.0 127.0 108 1.0 10142.0 2953.0 2918.0 4271.0
45 221.0 103.0 114 4.0 9733.0 2972.0 2853.0 3908.0
46 185.0 77.0 96 12.0 9601.0 3097.0 2831.0 3673.0
47 160.0 68.0 88 4.0 9449.0 3071.0 2877.0 3501.0
48 147.0 71.0 76 0.0 8885.0 2967.0 2692.0 3226.0
49 131.0 57.0 73 1.0 8389.0 2776.0 2645.0 2968.0
50 126.0 53.0 72 1.0 8410.0 2802.0 2714.0 2894.0
51 88.0 29.0 56 3.0 8262.0 2684.0 2665.0 2913.0
52 138.0 41.0 92 5.0 7744.0 2476.0 2565.0 2703.0
53 129.0 44.0 85 0.0 7593.0 2347.0 2449.0 2797.0
54 104.0 38.0 65 1.0 7325.0 2222.0 2289.0 2814.0
55 108.0 33.0 75 0.0 7052.0 2193.0 2230.0 2629.0
56 81.0 19.0 62 0.0 6573.0 2186.0 2162.0 2225.0
57 74.0 18.0 56 0.0 6375.0 2127.0 2098.0 2150.0
58 79.0 11.0 68 0.0 6193.0 2108.0 1959.0 2126.0
59 68.0 11.0 57 0.0 6062.0 2097.0 1901.0 2064.0
60 52.0 6.0 46 0.0 6034.0 2086.0 1884.0 2064.0
61 41.0 6.0 34 1.0 5735.0 1857.0 1960.0 1918.0
62 31.0 5.0 25 1.0 5803.0 1881.0 2038.0 1884.0
63 34.0 10.0 24 0.0 5904.0 1971.0 2016.0 1917.0
64 24.0 6.0 17 1.0 5567.0 1922.0 1920.0 1725.0
65 23.0 8.0 15 0.0 5374.0 1821.0 1957.0 1596.0
66 15.0 7.0 8 0.0 4976.0 1727.0 1723.0 1526.0
67 13.0 4.0 9 0.0 4799.0 1605.0 1648.0 1546.0
68 13.0 2.0 11 0.0 4536.0 1480.0 1562.0 1494.0
69 10.0 6.0 4 0.0 4574.0 1451.0 1642.0 1481.0
70 12.0 6.0 6 0.0 4142.0 1340.0 1484.0 1318.0
71 7.0 3.0 4 0.0 3930.0 1268.0 1470.0 1192.0
72 6.0 5.0 1 0.0 3948.0 1359.0 1358.0 1231.0
73 3.0 2.0 1 0.0 3843.0 1283.0 1355.0 1205.0
74 3.0 1.0 2 0.0 3616.0 1313.0 1246.0 1057.0
75 5.0 3.0 2 0.0 3461.0 1236.0 1211.0 1014.0
76 4.0 2.0 2 0.0 3341.0 1057.0 1184.0 1100.0
77 4.0 0.0 4 0.0 3220.0 1015.0 1178.0 1027.0
78 2.0 2.0 0 0.0 3044.0 902.0 1177.0 965.0
79 2.0 2.0 0 0.0 3007.0 917.0 1191.0 899.0
80 3.0 2.0 1 0.0 2914.0 926.0 1103.0 885.0
81 4.0 2.0 2 0.0 2882.0 973.0 999.0 910.0
82 5.0 2.0 3 0.0 3134.0 1061.0 1015.0 1058.0
83 9.0 0.0 9 0.0 2934.0 998.0 956.0 980.0
84 9.0 0.0 9 0.0 2722.0 884.0 923.0 915.0
85 8.0 0.0 8 0.0 2634.0 845.0 939.0 850.0
86 13.0 0.0 13 0.0 2658.0 876.0 1026.0 756.0
87 2.0 0.0 2 0.0 2508.0 805.0 980.0 723.0
88 2.0 1.0 1 0.0 2447.0 769.0 921.0 757.0
89 4.0 2.0 2 0.0 2289.0 772.0 822.0 695.0
90 1.0 1.0 0 0.0 2383.0 854.0 826.0 703.0
91 1.0 0.0 1 0.0 2358.0 841.0 851.0 666.0
92 0.0 0.0 0 0.0 2259.0 802.0 808.0 649.0
93 1.0 1.0 0 0.0 2134.0 738.0 761.0 635.0
94 1.0 0.0 1 0.0 2285.0 636.0 764.0 885.0
95 4.0 1.0 3 0.0 2077.0 648.0 717.0 712.0
96 2.0 1.0 1 0.0 2003.0 706.0 605.0 692.0
97 5.0 1.0 4 0.0 1902.0 657.0 676.0 569.0
98 5.0 0.0 5 0.0 1800.0 699.0 657.0 444.0
99 2.0 0.0 2 0.0 1715.0 614.0 747.0 354.0
100 2.0 0.0 2 0.0 1694.0 549.0 760.0 385.0
