#/mnt/nas-sph/120_anisotropy_evolution/c0003181_seg_adthreshold_scaled2.aim
#xdim 198
#ydim 198
#zdim 198
#el_size 0.036 mm
#ice_vol_frac 0.244312706702 
#mean_cl_ice 6.15648224697 mean_cl_ice_x 6.68310380311 mean_cl_ice_y 6.66792422314 mean_cl_ice_z 5.32797759185 mean_cl_pore 17.8296982254 mean_cl_pore_x 19.2739851156 mean_cl_pore_y 19.27354182 mean_cl_pore_z 15.5061380182
#mean_cl_squared_ice 53.0682408421 mean_cl_squared_ice_x 62.3185454315 mean_cl_squared_ice_y 62.3033852061 mean_cl_squared_ice_z 38.3143068253 	mean_cl_squared_pore 585.395839898 mean_cl_squared_pore_x 673.090942844 mean_cl_squared_pore_y 674.504116944 mean_cl_squared_pore_z 443.153881332
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 45612.0 12325.0 13278.0 20009.0 25645.0 6997.0 7431.0 11217.0
2 71542.0 19022.0 19630.0 32890.0 40098.0 10250.0 10530.0 19318.0
3 101442.0 26299.0 26444.0 48699.0 48562.0 13073.0 12749.0 22740.0
4 128003.0 33906.0 34062.0 60035.0 50642.0 14058.0 13802.0 22782.0
5 132319.0 37684.0 37354.0 57281.0 48972.0 14085.0 13465.0 21422.0
6 113697.0 35325.0 34412.0 43960.0 46106.0 13344.0 12922.0 19840.0
7 86216.0 28488.0 28024.0 29704.0 43332.0 12873.0 12432.0 18027.0
8 62296.0 21746.0 21567.0 18983.0 40016.0 11821.0 11854.0 16341.0
9 45423.0 16281.0 16309.0 12833.0 38321.0 11229.0 11566.0 15526.0
10 33102.0 12219.0 12118.0 8765.0 35877.0 10619.0 11199.0 14059.0
11 24984.0 9199.0 9458.0 6327.0 33682.0 10099.0 10425.0 13158.0
12 18546.0 6938.0 7186.0 4422.0 31794.0 9706.0 9680.0 12408.0
13 14044.0 5284.0 5493.0 3267.0 29541.0 9129.0 9029.0 11383.0
14 10683.0 4106.0 4183.0 2394.0 27340.0 8508.0 8420.0 10412.0
15 8218.0 3303.0 3177.0 1738.0 26013.0 8147.0 8127.0 9739.0
16 6379.0 2525.0 2525.0 1329.0 24833.0 7606.0 7783.0 9444.0
17 4968.0 1989.0 2016.0 963.0 23591.0 7329.0 7525.0 8737.0
18 3694.0 1526.0 1538.0 630.0 21804.0 6882.0 6842.0 8080.0
19 2929.0 1255.0 1246.0 428.0 20897.0 6508.0 6846.0 7543.0
20 2255.0 970.0 947.0 338.0 19978.0 6418.0 6391.0 7169.0
21 1803.0 768.0 754.0 281.0 18681.0 5753.0 5999.0 6929.0
22 1222.0 532.0 539.0 151.0 17400.0 5469.0 5695.0 6236.0
23 984.0 409.0 444.0 131.0 16247.0 5141.0 5403.0 5703.0
24 788.0 354.0 330.0 104.0 15727.0 4956.0 5164.0 5607.0
25 655.0 296.0 291.0 68.0 14595.0 4667.0 4840.0 5088.0
26 485.0 231.0 213.0 41.0 13922.0 4627.0 4423.0 4872.0
27 392.0 171.0 184.0 37.0 12616.0 4215.0 4121.0 4280.0
28 308.0 123.0 157.0 28.0 11875.0 4093.0 3790.0 3992.0
29 233.0 94.0 120.0 19.0 11285.0 3866.0 3637.0 3782.0
