#/mnt/nas-sph/120_anisotropy_evolution/c0003020_seg_adthreshold_scaledsub.aim
#xdim 190
#ydim 190
#zdim 190
#el_size 0.036 mm
#ice_vol_frac 0.308500072897 
#mean_cl_ice 7.43529089318 mean_cl_ice_x 7.39628089063 mean_cl_ice_y 7.29132897784 mean_cl_ice_z 7.62608435537 mean_cl_pore 15.8696809667 mean_cl_pore_x 15.7377048092 mean_cl_pore_y 15.5888396613 mean_cl_pore_z 16.3000264622
#mean_cl_squared_ice 100.864999467 mean_cl_squared_ice_x 96.7670103813 mean_cl_squared_ice_y 89.2474018635 mean_cl_squared_ice_z 117.24129182 	mean_cl_squared_pore 653.292775606 mean_cl_squared_pore_x 599.218290652 mean_cl_squared_pore_y 582.215542175 mean_cl_squared_pore_z 783.619274111
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 62881.0 19828.0 18861.0 24192.0 101433.0 32121.0 32614.0 36698.0
2 100584.0 32667.0 33267.0 34650.0 104615.0 33597.0 34645.0 36373.0
3 105033.0 34876.0 35808.0 34349.0 70432.0 22630.0 23183.0 24619.0
4 91124.0 30943.0 31233.0 28948.0 52510.0 17104.0 17428.0 17978.0
5 76144.0 26058.0 26364.0 23722.0 42940.0 14464.0 14275.0 14201.0
6 63724.0 21618.0 22213.0 19893.0 36961.0 12533.0 12377.0 12051.0
7 54026.0 18762.0 19013.0 16251.0 31685.0 10975.0 10731.0 9979.0
8 44790.0 15467.0 15815.0 13508.0 27231.0 9616.0 9268.0 8347.0
9 37995.0 12991.0 13383.0 11621.0 23947.0 8446.0 8341.0 7160.0
10 31028.0 10608.0 11012.0 9408.0 21950.0 7872.0 7625.0 6453.0
11 26815.0 9085.0 9570.0 8160.0 20102.0 7125.0 6982.0 5995.0
12 22706.0 7816.0 7954.0 6936.0 18610.0 6590.0 6380.0 5640.0
13 19338.0 6678.0 6820.0 5840.0 17485.0 6179.0 6052.0 5254.0
14 16418.0 5620.0 6002.0 4796.0 16314.0 5716.0 5674.0 4924.0
15 14189.0 4668.0 5301.0 4220.0 15172.0 5286.0 5197.0 4689.0
16 12049.0 4099.0 4333.0 3617.0 14173.0 4921.0 4906.0 4346.0
17 10104.0 3447.0 3576.0 3081.0 13121.0 4525.0 4822.0 3774.0
18 8715.0 2864.0 3123.0 2728.0 12198.0 4391.0 4322.0 3485.0
19 7353.0 2548.0 2564.0 2241.0 11291.0 3915.0 4075.0 3301.0
20 6240.0 2169.0 2053.0 2018.0 10815.0 3792.0 3882.0 3141.0
21 5415.0 1879.0 1775.0 1761.0 10737.0 3651.0 3888.0 3198.0
22 4756.0 1647.0 1532.0 1577.0 10179.0 3334.0 3909.0 2936.0
23 4046.0 1314.0 1321.0 1411.0 9696.0 3299.0 3770.0 2627.0
24 3562.0 1148.0 1130.0 1284.0 9329.0 3115.0 3539.0 2675.0
25 2997.0 970.0 918.0 1109.0 8838.0 3023.0 3390.0 2425.0
26 2805.0 894.0 854.0 1057.0 8409.0 2672.0 3233.0 2504.0
27 2473.0 797.0 765.0 911.0 8359.0 2725.0 3179.0 2455.0
28 1982.0 632.0 618.0 732.0 7717.0 2775.0 2775.0 2167.0
29 1701.0 496.0 554.0 651.0 7171.0 2640.0 2571.0 1960.0
30 1422.0 399.0 416.0 607.0 6549.0 2320.0 2286.0 1943.0
31 1274.0 369.0 390.0 515.0 6342.0 2342.0 2125.0 1875.0
