#/mnt/nas-sph/120_anisotropy_evolution/D0001122_SEG_ADTHRESHOLD_SCALED2.aim
#xdim 198
#ydim 198
#zdim 198
#el_size 0.054 mm
#ice_vol_frac 0.313458403028 
#mean_cl_ice 4.69213018166 mean_cl_ice_x 4.76577795884 mean_cl_ice_y 4.80815683702 mean_cl_ice_z 4.51346608668 mean_cl_pore 9.96703654315 mean_cl_pore_x 10.136906698 mean_cl_pore_y 10.2148015963 mean_cl_pore_z 9.57436239247
#mean_cl_squared_ice 34.6952053188 mean_cl_squared_ice_x 35.7590597664 mean_cl_squared_ice_y 36.6013528201 mean_cl_squared_ice_z 31.8983537224 	mean_cl_squared_pore 201.143860942 mean_cl_squared_pore_x 208.771731501 mean_cl_squared_pore_y 211.464823639 mean_cl_squared_pore_z 184.26542906
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 247191.0 79744.0 78934.0 88513.0 178977.0 56816.0 55752.0 66409.0
2 258670.0 83533.0 82713.0 92424.0 163520.0 52319.0 51323.0 59878.0
3 223834.0 72469.0 71379.0 79986.0 133931.0 43217.0 43227.0 47487.0
4 185790.0 60606.0 59368.0 65816.0 114957.0 37561.0 37059.0 40337.0
5 149947.0 48932.0 47989.0 53026.0 101236.0 33274.0 32802.0 35160.0
6 118285.0 39123.0 38506.0 40656.0 89882.0 29899.0 29441.0 30542.0
7 92215.0 30631.0 30408.0 31176.0 80449.0 26869.0 26319.0 27261.0
8 70553.0 23885.0 23298.0 23370.0 73222.0 24536.0 24068.0 24618.0
9 54313.0 18189.0 18589.0 17535.0 65597.0 21573.0 21763.0 22261.0
10 40827.0 13730.0 14176.0 12921.0 59234.0 19287.0 19475.0 20472.0
11 30200.0 10377.0 10515.0 9308.0 52846.0 17133.0 17455.0 18258.0
12 22902.0 7997.0 8004.0 6901.0 47012.0 15265.0 15580.0 16167.0
13 16829.0 5938.0 5934.0 4957.0 42837.0 13909.0 14144.0 14784.0
14 12368.0 4408.0 4436.0 3524.0 38432.0 12561.0 12623.0 13248.0
15 9085.0 3167.0 3254.0 2664.0 34401.0 11348.0 11218.0 11835.0
16 6544.0 2360.0 2380.0 1804.0 31065.0 10351.0 10129.0 10585.0
17 4667.0 1691.0 1747.0 1229.0 28164.0 9509.0 8964.0 9691.0
18 3418.0 1100.0 1301.0 1017.0 25114.0 8439.0 8125.0 8550.0
19 2419.0 750.0 950.0 719.0 22580.0 7543.0 7334.0 7703.0
20 1674.0 556.0 659.0 459.0 20630.0 6927.0 6669.0 7034.0
21 1086.0 371.0 430.0 285.0 18381.0 6188.0 5970.0 6223.0
22 792.0 253.0 310.0 229.0 16848.0 5876.0 5456.0 5516.0
23 602.0 199.0 224.0 179.0 15296.0 5304.0 5090.0 4902.0
24 440.0 158.0 158.0 124.0 13799.0 4661.0 4607.0 4531.0
25 293.0 121.0 92.0 80.0 12456.0 4243.0 4062.0 4151.0
26 219.0 75.0 83.0 61.0 11178.0 3729.0 3632.0 3817.0
27 149.0 43.0 52.0 54.0 10023.0 3225.0 3422.0 3376.0
28 95.0 36.0 31.0 28.0 9143.0 2958.0 3246.0 2939.0
29 79.0 35.0 28.0 16.0 8299.0 2708.0 2880.0 2711.0
30 57.0 18.0 25.0 14.0 7776.0 2491.0 2711.0 2574.0
31 45.0 9.0 27.0 9.0 6909.0 2234.0 2343.0 2332.0
32 26.0 6.0 18.0 2.0 6158.0 1942.0 2174.0 2042.0
33 29.0 13.0 11.0 5.0 5603.0 1776.0 2059.0 1768.0
34 18.0 6.0 12.0 0.0 5100.0 1601.0 1940.0 1559.0
35 17.0 10.0 5.0 2.0 4677.0 1507.0 1701.0 1469.0
36 8.0 3.0 4.0 1.0 4364.0 1441.0 1560.0 1363.0
37 5.0 4.0 1.0 0.0 3897.0 1331.0 1364.0 1202.0
38 7.0 3.0 3.0 1.0 3617.0 1234.0 1260.0 1123.0
39 2.0 2.0 0.0 0.0 3155.0 1078.0 1059.0 1018.0
