#/mnt/nas-sph/120_anisotropy_evolution/D0001129_SEG_ADTHRESHOLD_SCALED2.aim
#xdim 198
#ydim 198
#zdim 198
#el_size 0.054 mm
#ice_vol_frac 0.21279316994 
#mean_cl_ice 4.61044463673 mean_cl_ice_x 4.67183690555 mean_cl_ice_y 4.74934443575 mean_cl_ice_z 4.4229681676 mean_cl_pore 15.9244043927 mean_cl_pore_x 16.1884990966 mean_cl_pore_y 16.3307516743 mean_cl_pore_z 15.2943379037
#mean_cl_squared_ice 34.9540458314 mean_cl_squared_ice_x 35.8532478038 mean_cl_squared_ice_y 37.3188342458 mean_cl_squared_ice_z 31.9004648473 	mean_cl_squared_pore 542.900611374 mean_cl_squared_pore_x 555.261316251 mean_cl_squared_pore_y 565.337427641 mean_cl_squared_pore_z 510.209754364
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 194638.0 63411.0 61711.0 69516.0 123050.0 39239.0 38836.0 44975.0
2 182911.0 59313.0 57554.0 66044.0 93454.0 28787.0 28723.0 35944.0
3 153035.0 49807.0 48620.0 54608.0 67126.0 20894.0 21033.0 25199.0
4 122980.0 39939.0 39652.0 43389.0 55557.0 17581.0 17965.0 20011.0
5 97028.0 31899.0 31332.0 33797.0 48291.0 15454.0 15847.0 16990.0
6 75701.0 25156.0 24412.0 26133.0 43751.0 14321.0 14570.0 14860.0
7 59078.0 19829.0 18876.0 20373.0 41095.0 13693.0 13658.0 13744.0
8 45613.0 15174.0 14919.0 15520.0 38126.0 12794.0 12395.0 12937.0
9 34828.0 11790.0 11469.0 11569.0 36049.0 12327.0 11476.0 12246.0
10 26657.0 8919.0 9162.0 8576.0 34064.0 11355.0 11165.0 11544.0
11 20402.0 6801.0 7211.0 6390.0 32435.0 11007.0 10560.0 10868.0
12 15522.0 5303.0 5508.0 4711.0 30501.0 9974.0 10163.0 10364.0
13 11689.0 4027.0 4358.0 3304.0 28652.0 9678.0 9249.0 9725.0
14 9090.0 3235.0 3402.0 2453.0 27017.0 9227.0 8755.0 9035.0
15 6777.0 2358.0 2558.0 1861.0 25270.0 8599.0 8323.0 8348.0
16 4905.0 1718.0 1840.0 1347.0 24120.0 8116.0 7815.0 8189.0
17 3634.0 1354.0 1272.0 1008.0 22688.0 7732.0 7264.0 7692.0
18 2776.0 1031.0 974.0 771.0 21748.0 7148.0 7146.0 7454.0
19 1994.0 724.0 800.0 470.0 20355.0 6705.0 6667.0 6983.0
20 1445.0 474.0 578.0 393.0 18802.0 6144.0 6270.0 6388.0
21 1086.0 350.0 398.0 338.0 17552.0 5816.0 5798.0 5938.0
22 849.0 255.0 338.0 256.0 16685.0 5593.0 5294.0 5798.0
23 612.0 202.0 241.0 169.0 15693.0 5314.0 5068.0 5311.0
24 435.0 145.0 175.0 115.0 15299.0 5233.0 4771.0 5295.0
25 286.0 94.0 103.0 89.0 14448.0 4999.0 4554.0 4895.0
26 213.0 54.0 81.0 78.0 13612.0 4654.0 4420.0 4538.0
27 142.0 35.0 66.0 41.0 12775.0 4316.0 4151.0 4308.0
28 109.0 36.0 39.0 34.0 11961.0 4088.0 3847.0 4026.0
29 90.0 23.0 36.0 31.0 11519.0 3982.0 3704.0 3833.0
30 73.0 28.0 28.0 17.0 10879.0 3843.0 3524.0 3512.0
31 62.0 25.0 26.0 11.0 10078.0 3390.0 3256.0 3432.0
