#/mnt/nas-sph/120_anisotropy_evolution/C0004158_SEG.aim
#xdim 626
#ydim 626
#zdim 625
#el_size 0.01 mm
#ice_vol_frac 0.0773387622615 
#mean_cl_ice 4.33740305418 mean_cl_ice_x 4.56453935198 mean_cl_ice_y 4.48467936039 mean_cl_ice_z 4.00646529433 mean_cl_pore 48.1081942351 mean_cl_pore_x 50.4368288924 mean_cl_pore_y 49.6551300813 mean_cl_pore_z 44.655314609
#mean_cl_squared_ice 28.5856365622 mean_cl_squared_ice_x 32.0166342275 mean_cl_squared_ice_y 30.5327526911 mean_cl_squared_ice_z 23.8346331817 	mean_cl_squared_pore 5219.20907554 mean_cl_squared_pore_x 5667.37355913 mean_cl_squared_pore_y 5492.36612151 mean_cl_squared_pore_z 4576.76451813
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 1116895.0 329052.0 344271.0 443572.0 208734.0 62196.0 64284.0 82254.0
2 2253228.0 654257.0 685334.0 913637.0 386398.0 111265.0 117163.0 157970.0
3 2968205.0 879449.0 912743.0 1176013.0 541044.0 154445.0 164657.0 221942.0
4 2398549.0 766661.0 777002.0 854886.0 568886.0 169216.0 178391.0 221279.0
5 1449675.0 489162.0 487875.0 472638.0 486654.0 150400.0 156157.0 180097.0
6 876086.0 301623.0 299344.0 275119.0 410864.0 126375.0 132280.0 152209.0
7 579741.0 201050.0 199208.0 179483.0 357676.0 110160.0 115197.0 132319.0
8 400489.0 140270.0 138585.0 121634.0 322392.0 99280.0 102914.0 120198.0
9 281192.0 99516.0 99821.0 81855.0 292148.0 89480.0 93769.0 108899.0
10 198575.0 71085.0 71136.0 56354.0 270074.0 83176.0 86702.0 100196.0
11 141962.0 51474.0 51200.0 39288.0 249794.0 77094.0 80257.0 92443.0
12 103743.0 38042.0 37148.0 28553.0 233062.0 72429.0 75082.0 85551.0
13 75988.0 28426.0 27384.0 20178.0 219265.0 68053.0 70526.0 80686.0
14 57113.0 21582.0 20658.0 14873.0 206569.0 64363.0 65877.0 76329.0
15 43019.0 16430.0 15425.0 11164.0 197396.0 61203.0 62962.0 73231.0
16 32956.0 12759.0 11672.0 8525.0 188377.0 58599.0 59670.0 70108.0
17 25425.0 9855.0 9003.0 6567.0 179088.0 55716.0 56743.0 66629.0
18 19586.0 7559.0 7114.0 4913.0 173010.0 53468.0 55470.0 64072.0
19 15359.0 6004.0 5551.0 3804.0 167864.0 52458.0 52809.0 62597.0
20 11775.0 4640.0 4283.0 2852.0 163709.0 51020.0 51792.0 60897.0
21 9336.0 3716.0 3300.0 2320.0 156581.0 49681.0 49407.0 57493.0
22 7482.0 2858.0 2808.0 1816.0 151592.0 48326.0 48083.0 55183.0
23 6150.0 2303.0 2390.0 1457.0 146894.0 47094.0 46264.0 53536.0
24 5080.0 2017.0 1829.0 1234.0 143694.0 45640.0 45434.0 52620.0
25 4224.0 1610.0 1549.0 1065.0 140697.0 44671.0 44332.0 51694.0
26 3442.0 1314.0 1289.0 839.0 137866.0 43873.0 43063.0 50930.0
27 2756.0 1090.0 1029.0 637.0 133844.0 42408.0 41737.0 49699.0
28 2197.0 893.0 810.0 494.0 129916.0 41570.0 40719.0 47627.0
29 1851.0 827.0 644.0 380.0 127595.0 40901.0 39723.0 46971.0
30 1570.0 720.0 555.0 295.0 125173.0 39883.0 39458.0 45832.0
31 1220.0 564.0 430.0 226.0 122116.0 38735.0 38551.0 44830.0
32 1090.0 499.0 384.0 207.0 119625.0 37987.0 37897.0 43741.0
33 916.0 412.0 329.0 175.0 117649.0 37653.0 37549.0 42447.0
34 697.0 275.0 268.0 154.0 115217.0 36711.0 36693.0 41813.0
35 586.0 264.0 206.0 116.0 113647.0 36374.0 35682.0 41591.0
36 472.0 197.0 186.0 89.0 111530.0 35450.0 35218.0 40862.0
37 364.0 151.0 139.0 74.0 109153.0 33944.0 35034.0 40175.0
38 336.0 120.0 126.0 90.0 107442.0 34121.0 34669.0 38652.0
39 304.0 124.0 109.0 71.0 106184.0 33396.0 34304.0 38484.0
40 213.0 104.0 69.0 40.0 104578.0 33020.0 33631.0 37927.0
41 201.0 89.0 73.0 39.0 103488.0 32957.0 33182.0 37349.0
42 169.0 88.0 61.0 20.0 101188.0 31731.0 32940.0 36517.0
43 155.0 73.0 64.0 18.0 99630.0 31401.0 32263.0 35966.0
44 141.0 62.0 60.0 19.0 97889.0 30591.0 31833.0 35465.0
45 97.0 48.0 28.0 21.0 96456.0 30455.0 31506.0 34495.0
46 108.0 52.0 40.0 16.0 94352.0 30067.0 30641.0 33644.0
47 83.0 52.0 26.0 5.0 93086.0 30541.0 29789.0 32756.0
48 72.0 40.0 26.0 6.0 90824.0 29970.0 29436.0 31418.0
49 46.0 26.0 18.0 2.0 88206.0 28963.0 28467.0 30776.0
50 45.0 32.0 10.0 3.0 86243.0 28003.0 27938.0 30302.0
