#/mnt/nas-sph/120_anisotropy_evolution/D0001123_SEG_ADTHRESHOLD_SCALED2.AIM
#xdim 198
#ydim 198
#zdim 198
#el_size 0.054 mm
#ice_vol_frac 0.458505960534 
#mean_cl_ice 5.51382599495 mean_cl_ice_x 5.52133618985 mean_cl_ice_y 5.54603747947 mean_cl_ice_z 5.4745829193 mean_cl_pore 6.46435085647 mean_cl_pore_x 6.4821756282 mean_cl_pore_y 6.5150604884 mean_cl_pore_z 6.3969699045
#mean_cl_squared_ice 47.0185616958 mean_cl_squared_ice_x 46.1244614953 mean_cl_squared_ice_y 46.7970059432 mean_cl_squared_ice_z 48.1237921349 	mean_cl_squared_pore 78.0721344066 mean_cl_squared_pore_x 78.2031574337 mean_cl_squared_pore_y 80.0021529376 mean_cl_squared_pore_z 76.0477981966
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 215295.0 67987.0 68830.0 78478.0 264426.0 83662.0 85268.0 95496.0
2 254598.0 81870.0 81331.0 91397.0 276289.0 91278.0 90803.0 94208.0
3 256486.0 85182.0 83836.0 87468.0 230353.0 77872.0 76916.0 75565.0
4 235577.0 79456.0 78321.0 77800.0 191750.0 65333.0 63925.0 62492.0
5 203530.0 69803.0 68423.0 65304.0 158479.0 54180.0 52707.0 51592.0
6 168703.0 58039.0 57304.0 53360.0 132879.0 45354.0 44137.0 43388.0
7 136371.0 47013.0 46752.0 42606.0 109988.0 36794.0 36633.0 36561.0
8 107851.0 36832.0 37232.0 33787.0 91742.0 30675.0 30533.0 30534.0
9 83777.0 28522.0 28923.0 26332.0 77238.0 25341.0 25956.0 25941.0
10 64404.0 21671.0 22107.0 20626.0 64148.0 21147.0 21107.0 21894.0
11 49282.0 16395.0 16727.0 16160.0 54104.0 17769.0 17818.0 18517.0
12 37673.0 12617.0 12716.0 12340.0 45797.0 15189.0 14992.0 15616.0
13 28863.0 9859.0 9350.0 9654.0 38195.0 12678.0 12475.0 13042.0
14 22176.0 7321.0 7330.0 7525.0 32361.0 10647.0 10622.0 11092.0
15 17095.0 5669.0 5573.0 5853.0 27453.0 8983.0 9046.0 9424.0
16 12914.0 4013.0 4165.0 4736.0 23262.0 7625.0 7669.0 7968.0
17 9711.0 3033.0 3069.0 3609.0 19807.0 6428.0 6589.0 6790.0
18 7336.0 2219.0 2374.0 2743.0 16739.0 5435.0 5592.0 5712.0
19 5763.0 1765.0 1804.0 2194.0 13976.0 4544.0 4727.0 4705.0
20 4345.0 1290.0 1312.0 1743.0 12087.0 3948.0 4011.0 4128.0
21 3405.0 1036.0 1002.0 1367.0 10086.0 3294.0 3392.0 3400.0
22 2561.0 741.0 768.0 1052.0 8703.0 2988.0 2762.0 2953.0
23 1925.0 557.0 547.0 821.0 7271.0 2543.0 2359.0 2369.0
24 1530.0 430.0 422.0 678.0 6283.0 2289.0 2043.0 1951.0
25 1193.0 318.0 354.0 521.0 5470.0 1856.0 1902.0 1712.0
26 938.0 250.0 250.0 438.0 4620.0 1547.0 1543.0 1530.0
27 723.0 218.0 196.0 309.0 3873.0 1239.0 1308.0 1326.0
28 527.0 126.0 166.0 235.0 3376.0 1076.0 1201.0 1099.0
29 394.0 92.0 120.0 182.0 2940.0 922.0 1047.0 971.0
30 355.0 61.0 101.0 193.0 2320.0 785.0 768.0 767.0
31 236.0 47.0 65.0 124.0 2050.0 746.0 643.0 661.0
32 200.0 49.0 67.0 84.0 1825.0 633.0 626.0 566.0
33 181.0 35.0 44.0 102.0 1417.0 476.0 479.0 462.0
34 126.0 30.0 30.0 66.0 1271.0 439.0 472.0 360.0
35 107.0 27.0 29.0 51.0 1060.0 390.0 347.0 323.0
36 83.0 8.0 25.0 50.0 974.0 333.0 342.0 299.0
37 39.0 5.0 11.0 23.0 825.0 242.0 310.0 273.0
38 50.0 9.0 12.0 29.0 713.0 233.0 262.0 218.0
39 24.0 4.0 2.0 18.0 637.0 211.0 230.0 196.0
40 20.0 0.0 11.0 9.0 523.0 162.0 199.0 162.0
41 27.0 0.0 13.0 14.0 464.0 169.0 164.0 131.0
42 17.0 2.0 11.0 4.0 372.0 124.0 147.0 101.0
43 15.0 2.0 4.0 9.0 289.0 90.0 122.0 77.0
44 7.0 3.0 1.0 3.0 267.0 103.0 101.0 63.0
45 4.0 1.0 0.0 3.0 265.0 96.0 106.0 63.0
46 5.0 0.0 1.0 4.0 243.0 86.0 115.0 42.0
47 5.0 1.0 3.0 1.0 201.0 66.0 84.0 51.0
48 5.0 0.0 3.0 2.0 142.0 47.0 63.0 32.0
49 4.0 0.0 0.0 4.0 129.0 52.0 41.0 36.0
50 2.0 1.0 0.0 1.0 111.0 41.0 40.0 30.0
51 0.0 0.0 0.0 0.0 104.0 35.0 40.0 29.0
52 3.0 0.0 1.0 2.0 97.0 30.0 36.0 31.0
53 0.0 0.0 0.0 0.0 84.0 21.0 40.0 23.0
54 0.0 0.0 0.0 0.0 76.0 24.0 38.0 14.0
55 0.0 0.0 0.0 0.0 58.0 19.0 27.0 12.0
56 0.0 0.0 0.0 0.0 53.0 24.0 20.0 9.0
57 0.0 0.0 0.0 0.0 56.0 23.0 20.0 13.0
58 0.0 0.0 0.0 0.0 36.0 8.0 23.0 5.0
59 0.0 0.0 0.0 0.0 47.0 13.0 29.0 5.0
60 0.0 0.0 0.0 0.0 34.0 8.0 19.0 7.0
61 0.0 0.0 0.0 0.0 32.0 10.0 18.0 4.0
62 0.0 0.0 0.0 0.0 22.0 4.0 14.0 4.0
63 0.0 0.0 0.0 0.0 23.0 7.0 13.0 3.0
64 0.0 0.0 0.0 0.0 32.0 6.0 21.0 5.0
65 0.0 0.0 0.0 0.0 14.0 6.0 7.0 1.0
66 0.0 0.0 0.0 0.0 11.0 7.0 4.0 0.0
67 0.0 0.0 0.0 0.0 13.0 7.0 4.0 2.0
68 0.0 0.0 0.0 0.0 13.0 7.0 3.0 3.0
69 0.0 0.0 0.0 0.0 11.0 2.0 4.0 5.0
70 0.0 0.0 0.0 0.0 10.0 2.0 4.0 4.0
71 0.0 0.0 0.0 0.0 3.0 0.0 3.0 0.0
72 0.0 0.0 0.0 0.0 9.0 4.0 4.0 1.0
73 0.0 0.0 0.0 0.0 7.0 2.0 2.0 3.0
74 0.0 0.0 0.0 0.0 2.0 1.0 1.0 0.0
75 0.0 0.0 0.0 0.0 7.0 0.0 6.0 1.0
76 0.0 0.0 0.0 0.0 4.0 1.0 3.0 0.0
77 0.0 0.0 0.0 0.0 3.0 1.0 1.0 1.0
78 0.0 0.0 0.0 0.0 4.0 1.0 3.0 0.0
79 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
80 0.0 0.0 0.0 0.0 2.0 1.0 1.0 0.0
81 0.0 0.0 0.0 0.0 3.0 0.0 2.0 1.0
82 0.0 0.0 0.0 0.0 3.0 0.0 3.0 0.0
83 0.0 0.0 0.0 0.0 2.0 0.0 2.0 0.0
84 0.0 0.0 0.0 0.0 2.0 1.0 1.0 0.0
85 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
86 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
87 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
88 0.0 0.0 0.0 0.0 2.0 1.0 1.0 0.0
89 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
90 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
91 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
92 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
93 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
94 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
95 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0
96 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
97 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
98 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
99 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
100 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
101 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
102 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
103 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
104 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
105 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
106 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
107 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
108 0.0 0.0 0.0 0.0 1.0 0.0 1.0 0.0
109 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
110 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
111 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
112 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
113 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
114 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
115 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
116 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
117 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
118 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
119 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
120 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
121 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
122 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
124 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
125 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
126 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
127 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
