#/mnt/nas-sph/120_anisotropy_evolution/D0001143_SEG_ADTHRESHOLD_SCALED2.AIM
#xdim 198
#ydim 198
#zdim 198
#el_size 0.054 mm
#ice_vol_frac 0.326813178206 
#mean_cl_ice 5.94031241731 mean_cl_ice_x 5.83329194375 mean_cl_ice_y 5.85071391177 mean_cl_ice_z 6.14723200915 mean_cl_pore 11.8557850252 mean_cl_pore_x 11.6350123129 mean_cl_pore_y 11.6858018203 mean_cl_pore_z 12.2669865535
#mean_cl_squared_ice 58.1646290776 mean_cl_squared_ice_x 54.5601160748 mean_cl_squared_ice_y 54.8421598858 mean_cl_squared_ice_z 65.4539863624 	mean_cl_squared_pore 299.799066156 mean_cl_squared_pore_x 278.794915413 mean_cl_squared_pore_y 280.223185813 mean_cl_squared_pore_z 342.493563139
#i l_ice l_ice_x l_ice_y l_ice_z l_pore l_pore_x l_pore_y l_pore_z
0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 147297.0 48614.0 48230.0 50453.0 150533.0 47634.0 46971.0 55928.0
2 176112.0 59435.0 59466.0 57211.0 133204.0 43436.0 41823.0 47945.0
3 164262.0 56314.0 56311.0 51637.0 99587.0 33389.0 32975.0 33223.0
4 141557.0 49254.0 48705.0 43598.0 82754.0 28601.0 28231.0 25922.0
5 118372.0 41205.0 41215.0 35952.0 71035.0 24669.0 24951.0 21415.0
6 98041.0 33929.0 34062.0 30050.0 62538.0 22075.0 22367.0 18096.0
7 80934.0 27941.0 27619.0 25374.0 56732.0 19963.0 20571.0 16198.0
8 66693.0 23230.0 22600.0 20863.0 51279.0 18299.0 18522.0 14458.0
9 54318.0 18868.0 18634.0 16816.0 47034.0 17043.0 16697.0 13294.0
10 45066.0 15569.0 15271.0 14226.0 43621.0 16039.0 15718.0 11864.0
11 36596.0 12578.0 12312.0 11706.0 40552.0 14852.0 14476.0 11224.0
12 29535.0 10170.0 9942.0 9423.0 36701.0 13078.0 13197.0 10426.0
13 24084.0 8017.0 8081.0 7986.0 34288.0 12417.0 12006.0 9865.0
14 19877.0 6414.0 6803.0 6660.0 31732.0 11432.0 11183.0 9117.0
15 15866.0 4862.0 5521.0 5483.0 29150.0 10340.0 10225.0 8585.0
16 12636.0 3988.0 4227.0 4421.0 26699.0 9423.0 9294.0 7982.0
17 10222.0 3253.0 3348.0 3621.0 24237.0 8316.0 8468.0 7453.0
18 8175.0 2433.0 2605.0 3137.0 22702.0 8079.0 7963.0 6660.0
19 6644.0 2092.0 2012.0 2540.0 20892.0 7225.0 7267.0 6400.0
20 5222.0 1603.0 1632.0 1987.0 19629.0 6704.0 6831.0 6094.0
21 4064.0 1210.0 1171.0 1683.0 17898.0 5940.0 6346.0 5612.0
22 3203.0 864.0 920.0 1419.0 16251.0 5570.0 5593.0 5088.0
23 2451.0 686.0 653.0 1112.0 15086.0 4947.0 5363.0 4776.0
24 1987.0 529.0 532.0 926.0 13941.0 4488.0 4952.0 4501.0
25 1659.0 420.0 476.0 763.0 13122.0 4167.0 4529.0 4426.0
26 1265.0 357.0 328.0 580.0 11688.0 3871.0 3844.0 3973.0
27 1024.0 256.0 222.0 546.0 11056.0 3596.0 3653.0 3807.0
28 753.0 180.0 183.0 390.0 10023.0 3200.0 3407.0 3416.0
29 578.0 122.0 104.0 352.0 9396.0 2943.0 3219.0 3234.0
30 463.0 84.0 83.0 296.0 8779.0 2664.0 3077.0 3038.0
31 385.0 80.0 81.0 224.0 8097.0 2496.0 2752.0 2849.0
32 340.0 80.0 61.0 199.0 7537.0 2398.0 2508.0 2631.0
33 276.0 59.0 48.0 169.0 7041.0 2293.0 2234.0 2514.0
34 232.0 63.0 36.0 133.0 6396.0 2205.0 1986.0 2205.0
35 174.0 48.0 27.0 99.0 5911.0 1957.0 1862.0 2092.0
36 134.0 23.0 23.0 88.0 5591.0 1807.0 1809.0 1975.0
37 91.0 15.0 10.0 66.0 5215.0 1704.0 1665.0 1846.0
38 110.0 11.0 19.0 80.0 4891.0 1632.0 1535.0 1724.0
39 90.0 9.0 9.0 72.0 4509.0 1465.0 1329.0 1715.0
40 65.0 6.0 5.0 54.0 3989.0 1299.0 1144.0 1546.0
41 70.0 1.0 5.0 64.0 3719.0 1243.0 1063.0 1413.0
42 63.0 7.0 0.0 56.0 3333.0 1091.0 978.0 1264.0
43 38.0 3.0 1.0 34.0 3058.0 978.0 893.0 1187.0
44 32.0 1.0 1.0 30.0 2803.0 886.0 845.0 1072.0
45 25.0 2.0 2.0 21.0 2602.0 833.0 798.0 971.0
46 13.0 1.0 0.0 12.0 2463.0 783.0 785.0 895.0
47 11.0 2.0 0.0 9.0 2250.0 734.0 677.0 839.0
48 16.0 1.0 0.0 15.0 2062.0 643.0 600.0 819.0
49 9.0 0.0 0.0 9.0 1923.0 582.0 588.0 753.0
50 7.0 1.0 1.0 5.0 1852.0 542.0 557.0 753.0
51 5.0 1.0 0.0 4.0 1731.0 478.0 532.0 721.0
52 7.0 0.0 0.0 7.0 1573.0 462.0 470.0 641.0
53 4.0 0.0 0.0 4.0 1570.0 504.0 460.0 606.0
54 6.0 1.0 0.0 5.0 1449.0 418.0 395.0 636.0
55 4.0 0.0 0.0 4.0 1373.0 454.0 369.0 550.0
56 2.0 0.0 0.0 2.0 1262.0 396.0 324.0 542.0
57 3.0 0.0 0.0 3.0 1126.0 360.0 288.0 478.0
58 1.0 0.0 0.0 1.0 1017.0 303.0 267.0 447.0
59 0.0 0.0 0.0 0.0 938.0 299.0 252.0 387.0
60 1.0 0.0 0.0 1.0 952.0 322.0 277.0 353.0
61 0.0 0.0 0.0 0.0 927.0 272.0 282.0 373.0
62 0.0 0.0 0.0 0.0 852.0 256.0 240.0 356.0
63 0.0 0.0 0.0 0.0 742.0 220.0 214.0 308.0
64 1.0 0.0 0.0 1.0 689.0 217.0 161.0 311.0
65 0.0 0.0 0.0 0.0 658.0 187.0 180.0 291.0
66 0.0 0.0 0.0 0.0 593.0 190.0 167.0 236.0
67 0.0 0.0 0.0 0.0 555.0 168.0 128.0 259.0
68 0.0 0.0 0.0 0.0 583.0 170.0 130.0 283.0
69 0.0 0.0 0.0 0.0 507.0 134.0 130.0 243.0
70 0.0 0.0 0.0 0.0 403.0 112.0 105.0 186.0
71 0.0 0.0 0.0 0.0 394.0 104.0 98.0 192.0
72 0.0 0.0 0.0 0.0 358.0 106.0 109.0 143.0
73 0.0 0.0 0.0 0.0 353.0 96.0 90.0 167.0
74 0.0 0.0 0.0 0.0 311.0 84.0 77.0 150.0
75 0.0 0.0 0.0 0.0 283.0 81.0 66.0 136.0
76 0.0 0.0 0.0 0.0 296.0 80.0 72.0 144.0
77 0.0 0.0 0.0 0.0 229.0 63.0 51.0 115.0
78 0.0 0.0 0.0 0.0 231.0 52.0 51.0 128.0
79 0.0 0.0 0.0 0.0 230.0 58.0 71.0 101.0
80 0.0 0.0 0.0 0.0 188.0 43.0 63.0 82.0
81 0.0 0.0 0.0 0.0 197.0 36.0 70.0 91.0
82 0.0 0.0 0.0 0.0 202.0 48.0 53.0 101.0
83 0.0 0.0 0.0 0.0 132.0 22.0 38.0 72.0
84 0.0 0.0 0.0 0.0 136.0 24.0 43.0 69.0
85 0.0 0.0 0.0 0.0 116.0 31.0 22.0 63.0
86 0.0 0.0 0.0 0.0 92.0 19.0 32.0 41.0
87 0.0 0.0 0.0 0.0 95.0 18.0 28.0 49.0
88 0.0 0.0 0.0 0.0 113.0 17.0 33.0 63.0
89 0.0 0.0 0.0 0.0 89.0 15.0 34.0 40.0
90 0.0 0.0 0.0 0.0 91.0 10.0 35.0 46.0
91 0.0 0.0 0.0 0.0 111.0 17.0 42.0 52.0
92 0.0 0.0 0.0 0.0 80.0 13.0 31.0 36.0
93 0.0 0.0 0.0 0.0 78.0 23.0 25.0 30.0
94 0.0 0.0 0.0 0.0 72.0 14.0 14.0 44.0
95 0.0 0.0 0.0 0.0 85.0 18.0 13.0 54.0
96 0.0 0.0 0.0 0.0 64.0 7.0 15.0 42.0
97 0.0 0.0 0.0 0.0 63.0 9.0 23.0 31.0
98 0.0 0.0 0.0 0.0 51.0 3.0 13.0 35.0
99 0.0 0.0 0.0 0.0 65.0 13.0 8.0 44.0
100 0.0 0.0 0.0 0.0 53.0 11.0 9.0 33.0
101 0.0 0.0 0.0 0.0 36.0 7.0 13.0 16.0
102 0.0 0.0 0.0 0.0 27.0 2.0 13.0 12.0
103 0.0 0.0 0.0 0.0 60.0 9.0 11.0 40.0
104 0.0 0.0 0.0 0.0 42.0 10.0 13.0 19.0
105 0.0 0.0 0.0 0.0 30.0 11.0 1.0 18.0
106 0.0 0.0 0.0 0.0 32.0 7.0 7.0 18.0
107 0.0 0.0 0.0 0.0 24.0 4.0 3.0 17.0
108 0.0 0.0 0.0 0.0 23.0 5.0 4.0 14.0
109 0.0 0.0 0.0 0.0 24.0 1.0 13.0 10.0
110 0.0 0.0 0.0 0.0 19.0 4.0 3.0 12.0
