z density ssa
-0.09 353.83 18.238899999999997
-0.24 400.863 21.046319230769225
-0.32 376.02800000000013 24.826168749999997
-0.42 412.38000000000005 25.11684444444444
-0.54 395.28499999999997 24.789414285714283
-0.64 401.6689999999999 22.57532222222222
-0.76 389.973 28.8574375
-0.83 336.594 19.541983333333334
-0.94 381.094 15.48049
-1.04 422.62799999999993 19.405066666666666
-1.14 413.6059999999998 21.40367777777778
-1.24 372.728 21.371388888888887
-1.35 348.859 12.768866666666668
-1.45 355.5320000000001 12.134788888888888
-1.56 368.219 14.087957894736842
-1.66 418.5020000000001 15.179155555555553
-1.77 428.3770000000001 16.513869999999997
-1.87 440.56599999999986 15.380766666666668
-1.92 440.56599999999986 15.553266666666664
-2.02 440.46700000000004 12.01188888888889
-2.1 363.84599999999995 12.549707142857143
-2.2 436.3000000000001 9.935289444444443
-2.31 434.2160000000002 12.862945
-2.41 437.0869999999998 12.658566666666669
-2.52 414.34500000000014 12.140989999999999
-2.55 492.526 12.055883333333334
-2.68 409.079 10.690667499999998
-2.78 414.625 10.608197777777775
-2.88 433.2309999999999 11.879510526315789
-2.98 417.32200000000006 12.282216666666667
-3.09 416.477 11.50852
-3.19 449.69199999999995 11.428700555555556
-3.25 465.366 12.050254545454544
-3.36 419.255 12.306299999999998
-3.46 452.98500000000007 10.2542425
-3.56 446.76100000000014 11.654000000000003
-3.67 435.70799999999986 9.469742631578947
-3.72 421.91099999999994 10.515021999999998
-3.82 388.30800000000005 10.929988235294118
-3.91 446.2070000000001 11.256699999999999
-3.96 429.803 11.079844444444445
-4.07 484.51800000000003 13.697700000000001
-4.17 462.509 11.811116666666667
-4.28 433.10000000000014 10.72512222222222
-4.38 448.7290000000002 11.08740588235294
-4.48 458.4679999999999 12.10194375
-4.58 401.49300000000017 10.973037222222224
-4.64 471.80000000000007 10.514638888888888
-4.72 481.0969999999998 11.864139999999999
-4.83 474.90600000000006 11.919509999999999
-4.93 458.04499999999996 10.683
-5.03 479.9089999999999 11.027311764705882
-5.13 463.919 11.086766666666666
-5.23 483.11800000000017 11.251516666666667
-5.33 440.16700000000014 12.804611111111107
-5.4 438.18099999999987 11.479116666666668
