z density ssa
-0.07021109259104999 367.07701324699997 19.790134615384616
-0.13079143153234782 292.54644380699983 15.988702173913047
-0.20543999896816667 359.82669216899967 14.793638095238093
-0.270376476495 353.31342582400026 11.776149268292682
-0.337924614856122 381.67538293900003 13.07679512195122
-0.4095133261105 337.2212488759998 11.221027391304347
-0.49170446210024066 269.42698016699984 10.657935000000002
-0.5739849144095401 389.787246601 9.727146999999999
-0.6635227271320285 295.2677715659996 9.548808571428571
-0.769632397008695 336.00307749299935 10.739410609756098
-0.850755862719742 293.36796473399966 9.333371935483873
-0.9206835102925166 308.26532619299945 11.402768166666666
-0.9963307098172584 393.67123705300025 10.450623225806455
-1.0674351715420003 413.2661640869995 10.021815666666663
-1.1319914012278338 346.9283717370003 8.684147000000001
-1.2110428768606851 287.39812167800005 8.773795616438358
-1.3022014414244925 333.81971839799996 9.882568695652171
-1.3772957632435092 306.01576168699995 9.276808596491227
-1.4487231657283604 335.33252651500015 8.856943770491805
-1.5168261674349162 330.41451142200054 9.732782372881353
-1.591378125499508 347.2983473310001 9.123196557377048
-1.673989666050588 328.4899345810005 7.991718529411762
-1.7499203356893653 300.60266505600003 8.156338095238096
-1.854192857429444 314.2568611290004 8.19870851851852
-1.9747850458964806 295.01489874099957 8.788618518518517
-2.0673901282179306 298.40330999999986 9.095451379310344
-2.130158594527015 360.2285762719996 9.192749999999997
-2.1942079587875707 350.8256876570003 9.283549142857142
-2.254805847492632 337.35074126600006 9.49488859649123
-2.3105970192865297 350.51138371600024 11.673552653061227
-2.3728271989536363 327.21645608700015 13.648199545454547
-2.4341499129017854 433.79873277699977 8.314650892857141
-2.5026298591098484 284.2654189509998 9.344850303030302
-2.564464563634034 303.0517544199997 8.253505263157896
-2.653418491060747 311.37884029099956 8.150131962616822
-2.7933634691702958 312.8500408679997 8.36360785185185
-2.9541758023714606 337.6567707979995 8.38922138686131
-3.1070442849401445 393.5759130389998 8.21531253623188
-3.2456559156528577 292.588524617 7.5874963809523805
-3.379974315676403 328.17773109200044 7.086721754385964
-3.5156861844602325 326.2273264190006 8.669267674418604
-3.644250282679258 387.23929256299925 7.431724370370368
-3.790126184030209 313.156972854 7.543163636363633
-3.9235147946174984 339.96070632500033 8.097355
-4.054475287105864 344.08781068600126 9.09882551724138
-4.1947271050082975 322.2281107910001 7.914622269503544
-4.357744596591269 354.68777782699925 6.86041675126904
-4.558503066104083 368.5688298009997 7.369605916230365
-4.722131609551696 316.3177793809996 8.627274821428573
-4.8378492329067555 363.4353377430009 6.711412017543861
-4.954547354184863 358.17959301000025 7.123710825688071
-5.074518638055818 303.420615944 6.664405999999998
-5.195756915566935 365.38293490400054 7.256228978102192
-5.333766028804408 337.93726642199925 8.330897107843137
-5.491774685728881 372.3943329509965 7.449778989071041
-5.701127675956124 337.98249978199897 6.714815617977528
-5.875691963484931 330.2597980309979 6.587290650406506
-6.064727487448676 354.5934584770002 6.052041098591547
-6.236556089664789 360.25022292899814 5.429168976744185
-6.387219025205403 377.39777021399766 5.741769310344829
-6.5558403671144845 380.4644676290011 6.135872846975095
-6.777971357715815 362.75689729799785 5.734799464285714
-7.024536788304195 367.0527272059992 5.912513177842571
-7.187383470166072 349.5524791260012 5.616019538461543
-7.272295438620256 345.97006843099933 6.5850037768240375
-7.400708293213711 372.93498745199867 6.283921392405064
-7.530659942680782 399.45210023999977 6.478397983539098
-7.735810388357659 388.79289094000467 6.398642233201579
-7.970544584537988 395.8513779740017 6.843542144702838
-8.08912498848 369.82289323900005 6.978613636363637
